rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
11,72.778,97.5,97.778,98.333,97.778,96.111,40.556,35,30.833,93.889,97.778,98.611,98.333,98.889,97.778,93.333,45.833,35.833,96.111,98.333,98.889,98.889,98.889,98.889,97.778,95.556,42.222,96.667,97.778,98.889,98.889,98.611,98.889,97.778,96.944,66.667,95,97.778,98.056,98.889,99.444,98.889,98.056,97.778,95.556,92.222,97.222,98.333,98.889,99.167,98.889,98.889,97.778,96.111,43.333,95.556,98.056,98.889,98.889,98.889,98.889,98.333,95.556,35,55.278,97.5,98.333,98.333,98.333,98.333,97.778,87.778,30,35,42.5,52.778,95.833,97.222,95.556,47.222,34.722,A
12,96.111,95,52.5,46.667,43.333,40,36.944,33.333,29.722,95.556,96.667,94.167,56.111,50.833,45.833,41.944,37.222,32.5,60.278,71.667,80.556,96.944,96.667,59.167,48.611,42.778,36.389,55.556,65.556,73.056,78.611,83.611,95.278,96.389,77.222,41.667,53.056,63.889,73.056,79.444,82.778,86.667,88.333,94.444,88.333,50.833,65.833,77.778,83.333,86.111,87.778,89.444,90,94.722,49.722,95,97.778,98.889,90,90.278,90.833,91.111,95.833,39.444,96.389,88.333,88.333,98.611,98.889,94.444,97.778,95.833,30.278,41.667,84.444,82.222,98.056,97.778,97.778,91.389,40,B
13,93.889,97.778,98.333,98.333,98.333,96.111,46.389,35.833,31.667,95,93.056,86.389,86.389,87.222,94.167,91.944,41.111,35.556,62.5,75.278,80,83.611,85.833,93.889,85.833,46.667,39.167,60.278,69.722,75.833,81.111,83.611,93.333,61.667,50.556,41.667,60,68.056,75.278,81.944,94.444,83.333,61.667,53.056,45.556,62.222,71.111,96.111,95.833,79.444,70.278,63.611,56.111,48.333,86.111,96.111,91.111,82.222,77.222,72.5,66.389,59.444,50.556,94.444,87.222,85,81.667,78.611,75,70,65,57.222,88.056,97.778,98.333,98.889,98.889,98.889,98.889,98.333,96.667,C
14,66.111,57.5,55.556,52.778,54.444,56.667,94.722,38.333,30.833,91.111,66.111,64.444,63.056,66.667,96.111,95.556,90.833,38.056,58.611,71.389,69.444,71.111,73.056,95.833,95.556,95.556,46.944,43.889,89.167,73.889,74.167,78.056,84.167,91.667,95.833,86.389,40,49.722,76.389,78.056,82.778,83.056,89.722,93.611,93.056,36.667,41.944,86.111,80,85,82.778,85.833,90.278,92.778,33.611,37.5,42.222,87.222,86.389,85.833,87.222,92.5,93.056,30.833,34.722,37.778,45,84.722,87.5,88.333,90.556,86.667,28.611,30.833,33.889,36.667,44.167,94.722,96.667,91.389,37.5,D
15,49.444,90.556,97.778,98.056,98.333,97.778,95.833,42.778,34.167,51.389,80.833,96.111,98.333,98.333,98.333,98.333,95.556,42.5,52.222,96.667,98.333,98.889,98.333,98.889,98.333,97.778,87.778,54.167,75,96.667,98.333,98.611,98.333,98.611,98.056,92.222,56.389,88.889,97.778,97.778,98.333,97.778,96.111,71.111,56.111,81.111,97.778,98.333,98.333,98.333,98.333,96.111,68.611,50.556,96.667,98.333,98.889,98.333,98.889,98.889,97.5,90.556,44.444,97.222,98.333,98.889,98.333,98.889,98.889,97.778,90.833,37.222,86.667,97.778,98.056,98.333,98.333,97.778,93.333,35.556,31.111,E
16,33.333,38.889,62.778,97.222,98.333,92.778,64.722,72.778,96.667,39.444,87.778,97.778,98.333,98.333,97.778,98.333,96.667,66.667,49.722,96.944,98.333,98.056,97.778,98.333,96.111,70,59.167,95.278,98.333,98.611,97.778,98.889,97.5,96.389,67.5,57.222,95.278,98.333,97.778,97.778,98.889,96.389,92.778,69.167,57.778,96.111,97.778,97.778,97.222,98.889,96.667,92.778,75.278,64.444,96.389,97.778,98.333,97.778,99.444,97.778,98.056,97.5,95,96.111,98.333,98.611,98.056,98.889,97.5,97.5,95.833,50.556,51.111,95.556,97.778,98.333,97.5,95.556,52.5,41.389,31.944,F
17,35.556,41.389,45.833,51.389,62.5,91.111,48.333,38.056,31.944,43.333,50,55.278,60.278,86.111,79.444,53.611,45,37.222,70.833,60.556,63.889,66.111,89.444,79.722,57.778,49.722,41.944,97.222,74.167,72.778,73.056,79.722,89.722,61.667,54.444,46.389,94.444,83.611,77.778,78.056,82.222,94.722,68.333,62.222,50.556,93.333,86.389,84.444,83.611,85,93.611,97.778,97.222,90.278,79.722,97.222,86.389,85,86.389,89.167,93.611,97.5,95.833,37.5,94.444,97.778,88.889,88.056,90.278,92.778,96.667,87.222,31.389,38.611,61.944,96.667,97.222,96.944,79.444,43.889,34.167,G
18,56.389,96.667,98.333,98.333,98.333,98.611,97.778,89.444,38.056,95.556,98.333,98.889,98.889,98.889,98.889,98.333,96.667,59.444,96.667,98.333,98.889,98.889,99.444,98.889,98.333,97.778,96.667,59.167,96.389,98.611,98.889,98.611,98.889,98.611,98.056,92.222,44.167,51.389,58.333,63.333,68.056,73.889,93.333,96.389,87.222,39.444,46.111,51.389,57.5,63.056,71.667,96.111,96.111,52.222,35.556,41.111,46.111,50.833,58.333,87.222,96.111,90,46.667,32.5,36.944,40.833,44.722,52.222,86.667,95.833,67.222,42.222,29.167,32.778,35.833,38.333,42.222,86.667,95.556,52.778,35,H
19,95.556,83.611,53.611,48.333,45.833,42.778,39.167,35.556,30.556,95.556,85.278,62.222,55.556,52.5,49.167,45.278,40.833,35,75,87.5,66.944,62.5,58.889,56.944,52.222,48.056,41.111,81.111,97.778,98.333,98.889,98.611,98.889,98.889,98.056,93.889,80,94.722,76.389,72.222,67.222,64.722,61.111,58.889,53.889,80,94.444,75.556,68.333,61.667,58.333,54.167,48.333,40.833,80,95.556,78.611,64.444,56.389,51.944,47.222,41.944,35.833,80.556,96.389,93.889,56.944,49.722,45.833,41.944,37.222,32.222,36.389,93.611,91.667,47.5,42.5,39.722,36.667,32.5,28.333,I
20,96.667,97.5,97.222,90,48.333,41.944,36.944,33.333,30,59.167,66.111,88.889,97.222,97.222,93.889,44.722,38.056,33.056,52.778,60.278,65.833,70,74.444,95.556,95.556,49.722,36.389,48.889,55.556,62.5,68.056,72.222,76.389,83.333,95,45.833,45.556,52.5,59.167,66.667,71.667,77.222,82.5,84.722,92.222,42.778,50.278,58.056,64.722,74.167,82.778,86.389,88.056,92.5,40.556,47.778,56.389,67.5,96.667,97.222,97.778,93.333,95,36.389,42.222,55,95,97.222,98.333,97.5,97.778,87.778,30.833,35,48.333,96.389,63.056,60.278,96.944,92.5,36.389,J
21,32.5,41.111,95.278,97.778,98.333,98.056,97.778,89.444,39.167,42.778,95.278,98.333,98.889,98.333,98.889,98.333,97.222,58.056,93.333,97.778,98.889,98.889,99.444,98.889,98.889,98.333,96.111,95.556,98.056,98.889,98.889,99.444,98.889,98.611,97.778,96.111,96.667,97.778,98.889,98.889,99.444,98.889,98.333,97.778,96.389,96.667,97.778,98.889,98.889,99.444,98.889,98.333,97.778,96.667,96.667,97.778,98.889,98.889,99.167,98.889,98.333,97.5,93.889,95.833,98.333,98.889,98.611,98.889,98.889,98.056,93.611,45.556,41.667,57.222,96.667,97.778,97.778,96.944,79.444,42.778,34.722,A
22,90,83.056,95.278,54.167,48.056,44.444,41.667,38.056,32.222,73.333,75.833,78.611,92.5,88.056,51.944,48.056,43.611,37.778,62.5,70.278,76.667,80.833,83.333,87.5,56.944,55.556,48.333,56.667,66.944,75,81.389,86.389,95.556,97.5,97.222,90.278,53.611,65.556,77.778,96.111,97.778,97.222,92.222,64.444,51.667,51.667,88.333,97.778,97.5,97.778,97.5,96.111,58.889,45.833,48.889,95.278,98.333,97.222,97.5,98.333,95.833,51.389,40.833,38.611,93.611,97.222,97.222,97.5,98.056,92.5,43.611,35,31.111,42.778,94.722,97.778,97.778,95.833,51.389,34.722,29.722,B
23,93.333,97.222,98.333,97.5,94.167,41.667,36.944,33.333,30,97.222,93.333,91.389,89.167,96.944,51.944,42.222,37.222,33.333,96.944,89.444,87.222,85.833,93.333,79.722,48.056,41.667,36.111,93.889,77.778,80,81.667,89.167,79.444,52.222,46.111,38.889,56.667,68.889,76.389,80.833,93.333,68.333,58.056,50.556,43.333,53.889,64.167,73.056,82.5,92.5,70,63.889,55.833,48.611,51.667,63.889,78.889,96.389,80.833,74.444,70.556,67.778,63.056,50,87.778,97.778,98.056,98.333,98.056,97.778,69.167,46.667,38.333,93.611,58.056,52.222,48.889,47.5,44.167,39.722,33.889,C
24,91.944,81.389,62.222,52.778,48.889,43.889,38.889,33.333,30,84.722,77.778,69.722,63.333,66.944,95.278,51.667,40,33.333,84.722,81.111,78.333,76.944,98.889,97.778,97.5,93.333,39.444,97.222,84.444,83.333,88.611,98.889,97.5,97.778,97.222,87.778,94.444,86.667,87.5,91.389,99.444,96.944,98.056,97.778,93.889,79.722,88.611,89.722,92.222,96.389,98.333,97.222,97.5,95.556,41.944,95.278,91.389,93.889,96.389,98.333,96.944,97.5,94.167,36.389,47.5,95.556,94.444,95.556,97.222,98.333,96.667,48.056,30.833,35.278,46.667,95.556,97.778,97.222,93.056,44.444,33.333,D
25,40.278,94.444,98.056,98.333,98.333,98.333,96.111,55.556,41.944,81.111,97.778,98.333,98.889,98.333,98.889,98.611,97.778,90.278,81.111,97.778,98.333,98.889,98.889,98.889,98.889,98.333,96.111,64.722,96.111,98.333,98.889,98.333,98.889,98.333,96.111,58.611,58.611,75.556,96.667,97.778,97.5,94.722,74.444,61.111,51.389,65.833,94.722,97.778,97.778,96.389,79.167,68.333,56.944,47.222,96.667,98.333,98.333,98.333,98.611,97.5,80.556,53.333,42.778,97.222,98.333,98.889,98.333,98.889,98.333,95.833,48.333,36.667,94.444,98.056,98.611,98.333,98.889,97.778,93.333,33.333,29.722,E
26,39.444,94.167,96.944,97.778,97.778,95.833,47.5,36.111,30.833,93.333,96.389,98.889,97.778,98.333,98.333,96.111,48.333,35.556,95.556,98.333,98.333,97.778,98.889,96.667,96.667,56.389,41.111,96.389,98.333,98.889,97.5,98.611,96.944,96.667,60,48.056,95.556,96.389,97.222,96.111,97.778,90.278,85.556,65,54.167,95.278,96.944,97.778,96.389,98.333,88.611,82.5,73.889,90.833,95,98.333,97.222,98.333,98.889,97.5,87.5,97.5,92.5,93.333,97.778,98.889,98.889,98.889,98.889,97.222,95.556,40.278,40.556,95.278,97.778,98.333,97.778,96.389,48.611,38.611,32.5,F
27,92.778,63.611,59.444,58.611,92.5,80,38.889,33.333,29.722,96.667,73.333,71.389,72.5,97.778,80,50.278,41.667,35.278,97.222,78.611,78.611,81.944,97.778,80.556,56.667,48.056,40.278,96.111,82.5,83.056,85.556,97.778,84.167,63.611,55,45.833,94.444,85.278,86.667,87.778,98.056,88.333,69.722,66.389,82.5,93.889,97.778,89.722,90.833,99.444,98.889,97.778,97.778,96.111,80.556,97.778,90.556,92.222,94.167,98.889,98.333,97.5,92.5,41.389,96.667,98.333,98.889,98.333,98.889,98.333,95.556,42.5,32.222,45,95.556,97.778,98.333,97.222,93.333,40.833,33.889,G
28,36.389,45.833,96.944,97.778,98.333,98.056,97.778,89.444,36.389,83.889,97.778,98.333,98.889,98.333,98.889,98.056,96.667,43.333,96.667,98.333,98.889,98.889,98.611,98.889,97.778,97.222,87.5,97.222,97.778,98.333,98.611,99.444,74.722,75.556,98.333,95,93.889,97.5,97.778,65,66.111,67.778,70.833,94.722,94.167,42.5,49.167,53.333,56.667,59.444,62.778,67.222,79.167,94.444,36.389,42.5,46.111,50.556,53.611,56.944,62.778,76.944,92.778,32.5,37.5,40.556,45.278,48.056,51.111,55.833,75,92.778,29.167,33.333,35.833,39.722,42.222,44.167,48.056,73.333,92.778,H
29,89.167,61.667,53.333,48.333,46.667,43.056,40.833,36.667,31.944,89.722,67.222,61.389,56.111,53.889,49.722,47.222,43.056,37.222,97.222,98.333,98.611,98.611,98.889,98.333,95.556,55.556,48.611,96.389,96.389,80.833,76.667,73.056,69.167,65.833,62.778,60.833,95.833,95.556,85.556,74.444,69.167,62.5,58.889,52.778,46.111,96.111,97.222,95.556,74.167,65,56.389,51.667,47.222,40,96.389,97.778,96.944,90,60,51.389,46.389,41.667,35.556,94.167,97.5,97.778,95,51.389,46.111,40.556,36.944,31.667,45.278,95.833,96.111,55.278,43.056,39.444,35.833,32.778,28.889,I
30,96.111,81.111,79.722,97.778,98.333,95.556,42.778,36.389,30.833,69.444,72.222,75.278,80,83.889,88.333,95.833,55.556,35.556,58.889,66.389,72.222,81.389,85.278,88.889,90.278,93.333,47.5,52.5,60.556,70.556,85,89.722,90.833,92.5,93.056,91.944,49.722,57.222,90.278,96.667,98.889,94.722,93.889,94.722,93.889,47.5,54.722,90.556,97.778,98.889,97.222,98.333,96.944,95,44.444,52.5,77.222,97.5,97.222,98.056,97.778,97.5,65.278,40,49.167,63.889,78.056,89.722,97.222,97.222,92.5,40,33.611,42.222,89.167,97.222,98.056,97.222,93.056,38.056,31.944,J
31,31.667,37.5,89.444,97.778,98.056,98.333,97.778,97.778,84.444,36.667,87.222,97.778,98.333,98.333,98.333,98.611,97.778,90.833,45,94.444,97.778,98.889,98.889,98.889,98.889,98.333,96.667,65.833,96.944,98.611,98.889,99.167,98.889,98.889,98.333,96.111,93.333,97.222,98.889,98.889,99.444,98.889,98.889,98.333,96.111,95.556,97.778,98.889,98.889,99.444,98.889,98.889,97.778,96.111,96.111,98.333,98.889,98.889,98.889,98.889,98.333,96.667,53.611,96.111,98.333,98.889,98.333,98.889,98.333,97.5,66.944,37.778,53.889,96.389,97.778,97.778,97.222,87.778,46.944,36.944,31.667,A
32,97.222,98.333,98.333,98.333,98.333,97.222,58.611,37.222,31.667,92.778,96.944,88.056,84.722,86.389,87.222,95.833,61.944,36.111,58.611,66.944,75.833,80.833,83.056,86.111,87.5,92.222,44.444,53.611,63.333,70,77.222,81.111,85.556,88.056,90.278,85.833,51.944,61.944,70.833,78.333,83.056,96.944,97.778,97.778,94.444,50.278,61.389,76.389,96.111,98.333,98.333,98.333,98.333,96.667,47.222,87.222,96.667,98.333,98.889,97.778,98.889,97.778,94.444,39.444,94.722,98.333,98.611,98.611,98.611,98.056,70.278,88.333,32.778,48.333,96.667,97.778,97.5,94.444,51.389,44.444,34.444,B
33,44.167,96.111,97.222,96.389,45.278,40.278,36.111,32.778,29.722,79.722,97.222,97.222,96.667,86.667,46.667,40.556,36.389,33.056,56.667,96.111,97.778,91.944,91.944,53.611,45.833,40.278,36.111,53.611,68.611,81.944,93.056,70.833,58.056,51.389,44.167,38.889,54.167,65,73.056,92.5,70.833,63.056,55.833,50.833,42.5,56.389,65.278,93.333,82.778,73.333,67.5,62.5,57.5,47.778,60.556,94.167,95,80,75.833,72.5,69.167,65.556,63.056,95.556,98.056,98.333,98.056,96.667,54.444,52.222,49.722,46.111,94.722,56.389,51.389,49.167,48.056,46.667,43.889,40.556,34.722,C
34,65.556,58.056,57.5,56.944,60,97.5,97.778,96.389,41.389,96.944,68.611,66.944,66.944,95.278,97.778,98.056,97.222,89.444,97.222,75,73.333,76.111,99.444,97.778,98.333,97.778,95,96.667,80.278,79.444,81.389,99.444,98.056,98.333,97.778,96.667,93.611,97.5,82.778,85,94.722,98.889,98.056,97.778,95.556,92.778,97.222,85.556,87.5,92.222,98.333,97.778,97.778,94.167,51.111,96.111,87.222,89.167,90.556,95,98.056,96.667,55.556,38.889,95,98.333,98.889,91.667,98.889,96.389,95.556,40.278,31.111,38.056,95.556,97.778,98.333,97.778,96.111,43.333,32.5,D
35,96.111,82.5,83.333,88.611,98.333,98.056,98.333,97.5,94.444,63.611,73.056,86.667,97.222,98.333,98.333,98.333,98.333,95,59.167,76.944,97.5,98.056,98.333,98.056,97.778,80,56.667,58.889,67.778,95.556,97.778,97.778,95.278,77.778,63.056,52.222,60,73.333,96.389,97.778,97.222,92.778,72.5,60.556,49.722,84.444,97.778,98.333,98.333,98.333,98.333,96.111,63.333,46.111,96.111,97.222,98.889,97.778,98.889,98.889,97.5,90.556,40.556,96.667,98.056,98.889,98.056,98.889,98.333,96.389,58.056,34.167,86.667,97.778,97.778,98.333,97.5,95,46.944,32.5,29.444,E
36,93.333,97.778,98.333,98.333,98.056,96.111,51.667,40,31.389,97.222,98.333,98.889,98.333,98.889,97.778,97.778,95.278,38.333,97.222,98.056,98.333,97.5,96.111,88.056,85,79.167,61.944,96.111,97.5,97.778,96.389,90,86.667,82.5,73.611,59.444,95.278,97.222,97.5,96.111,89.722,86.667,83.056,76.667,66.667,92.778,97.222,98.333,98.611,90.833,88.333,86.667,88.056,96.667,90.833,97.222,98.611,98.889,98.333,91.944,97.778,96.111,53.889,41.944,96.667,98.333,98.056,97.778,98.333,96.944,64.167,37.5,33.889,44.444,95.278,97.222,97.222,83.889,42.5,37.5,32.222,F
37,90.556,63.889,57.5,55.833,58.333,92.778,41.389,33.889,30,95.556,72.778,68.611,67.778,73.611,95,54.167,42.778,35.833,96.111,77.778,75,75.556,81.389,92.5,61.111,49.444,40.278,96.111,81.667,80,80.556,85,93.889,68.056,59.167,45.833,93.889,83.889,83.333,84.722,98.333,96.944,74.722,75.556,87.778,61.389,96.667,86.389,88.056,98.056,98.889,97.5,97.778,96.111,43.333,95.556,88.056,90.833,98.056,98.889,98.056,97.222,92.5,36.389,54.722,97.222,91.667,95.833,98.056,98.333,96.944,54.722,31.111,36.389,91.944,97.222,98.333,97.778,96.667,56.667,33.611,G
38,95.278,97.778,97.5,97.222,98.611,96.667,91.111,48.056,39.167,96.111,96.944,98.611,96.667,99.167,97.778,97.222,95,95.278,91.667,97.778,98.056,98.611,98.056,97.778,77.5,88.333,63.889,44.722,51.389,56.944,61.944,63.333,67.5,71.389,77.222,54.444,39.444,45,49.722,54.444,58.889,63.889,68.611,85.278,52.5,36.111,41.111,46.389,48.611,53.889,59.167,65.556,61.667,51.389,33.056,37.222,42.222,44.167,49.444,54.722,63.333,58.611,50.556,30.556,33.889,38.056,39.722,44.167,48.056,61.111,60.278,50,27.778,29.722,33.611,35,37.5,41.389,45.278,87.778,48.056,H
39,95.556,92.778,61.389,52.778,49.167,46.111,42.5,38.611,32.778,77.222,92.5,66.667,60,55.833,53.611,49.167,45.556,39.444,64.444,92.5,70.278,66.111,62.5,60.278,57.5,55.833,54.444,57.778,96.667,98.333,98.889,98.611,98.889,98.611,97.778,90.833,53.333,95.556,97.222,94.722,70.278,65.278,59.167,53.056,44.167,50.556,95.278,96.944,94.722,66.111,58.889,50.833,45,39.444,47.778,94.167,96.667,96.111,62.222,52.5,45.556,40.833,36.111,44.444,93.889,97.222,95,53.889,46.389,40.556,35.833,32.5,36.111,94.444,96.667,91.389,43.889,39.722,35.833,32.778,28.889,I
40,38.056,58.611,93.611,50,44.444,39.722,36.944,32.778,29.444,44.722,56.667,68.889,95,54.722,47.222,41.944,37.5,32.778,48.333,57.778,66.389,74.444,85.833,94.722,49.444,41.667,35.833,50,59.444,68.056,74.722,80,84.722,92.5,78.611,39.722,52.222,63.889,73.611,80.833,96.667,86.389,88.333,95.278,83.889,83.333,97.778,88.611,81.667,82.778,98.056,95.278,92.778,91.667,95,98.333,92.5,77.5,79.444,83.056,98.333,96.389,92.5,96.389,98.333,70.833,70.278,73.611,83.056,97.778,95,43.333,93.611,68.889,58.611,58.056,62.778,94.167,95.278,43.056,34.167,J
41,35,40.833,89.444,97.778,98.056,98.333,97.778,95.556,44.722,41.111,94.444,97.222,98.889,98.889,98.889,98.889,98.333,94.444,64.444,96.667,97.778,98.889,98.889,98.333,98.889,98.333,95.278,95.833,97.778,98.056,98.056,99.444,98.333,98.056,98.056,95.278,96.111,97.778,97.778,98.333,99.444,97.222,98.333,97.5,95,96.389,97.778,97.778,98.333,98.333,97.778,97.778,96.667,84.444,96.667,97.5,98.889,98.333,98.889,97.778,97.778,94.444,41.389,96.944,98.056,98.611,97.778,98.889,97.5,94.444,43.333,34.722,84.444,97.222,97.778,97.778,97.222,86.667,41.667,35.278,30.278,A
